"","City_code","lon","lat","num_tweets"
"1412","DUBLIN GA",-82.90332794,32.540802,12
"1413","DUBLIN TX",-98.34241486,32.08526611,6
"1414","DUBLIN VA",-80.68517303,37.10611343,8
"1415","DUBOIS PA",-78.75974274,41.11929321,1
"1416","DUBUQUE IA",-90.67155457,42.51130295,117
"1417","DULUTH MN",-92.10697174,46.78300858,175
"1418","DUMAS AR",-91.48313904,33.88414001,3
"1419","DUNBAR PA",-79.61539459,39.97570801,11
"1420","DUNBAR WV",-81.73683167,38.36086655,11
"1421","DUNCAN OK",-97.95820618,34.50245667,5
"1422","DUNCANNON PA",-77.03134155,40.38898087,2
"1423","DUNCANVILLE TX",-96.9091568,32.65229034,50
"1424","DUNEDIN FL",-82.77127838,28.02050591,87
"1425","DUNLAP IL",-89.67893219,40.86199951,2
"1426","DUNMORE PA",-75.63155365,41.42010117,7
"1427","DUNN NC",-78.60855103,35.30678558,3
"1428","DUNNELLON FL",-82.46072388,29.04970551,4
"1429","DUNWOODY GA",-84.33460236,33.94631958,8
"1430","DURANGO CO",-107.88100433,37.27463913,87
"1431","DURANT OK",-96.37478638,33.99116135,7
"1432","DURHAM NC",-78.89787292,35.99412918,3718
"1433","DURHAM NH",-70.92732239,43.13511276,8
"1434","DUXBURY MA",-70.66990662,42.04032516,2
"1435","DYERSBURG TN",-89.38568878,36.03469849,3
"1436","EAGAN MN",-93.16746521,44.80387878,89
"1437","EAGLE CO",-106.82982635,39.655159,2
"1438","EAGLE ID",-116.35591888,43.69528198,6
"1439","EAGLE LAKE MN",-93.88172913,44.16489792,5
"1440","EAGLE PASS TX",-100.50028992,28.70978737,11
"1441","EAGLE POINT OR",-122.8052063,42.47254181,1
"1442","EAGLE RIVER WI",-89.24466705,45.91718674,18
"1443","EAGLE WI",-88.4746933,42.87947083,1
"1444","EAGLEVILLE MO",-93.9878006,40.46938705,3
"1445","EARLE AR",-90.4671402,35.27531052,4
"1446","EARLY TX",-98.94454956,31.74184799,1
"1447","EARTH TX",-102.41161346,34.23358154,13
"1448","EASLEY SC",-82.60394287,34.82990646,11
"1449","EAST CHICAGO IN",-87.44509125,41.64970398,8
"1450","EAST DUBLIN GA",-82.86959839,32.54988098,11
"1451","EAST GRAND FORKS MN",-97.02550507,47.93012619,4
"1452","EAST GREENWICH RI",-71.45487976,41.66058731,30
"1453","EAST HAMPTON NY",-72.18353271,40.96551895,6
"1454","EAST HARTFORD CT",-72.64693451,41.77160263,57
"1455","EAST HELENA MT",-111.9177475,46.58939743,60
"1456","EAST HILLS NY",-73.62597656,40.79386902,1
"1457","EAST JORDAN MI",-85.1240921,45.15808868,1
"1458","EAST LANSING MI",-84.48403931,42.73703384,684
"1459","EAST LIVERPOOL OH",-80.57673645,40.61891556,14
"1460","EAST LONGMEADOW MA",-72.51160431,42.06488037,1
"1461","EAST MCKEESPORT PA",-79.80618286,40.38326645,44
"1462","EAST MOLINE IL",-90.44459534,41.50070953,6
"1463","EAST ORANGE NJ",-74.21418762,40.76618958,401
"1464","EAST PALO ALTO CA",-122.143013,37.46857452,24
"1465","EAST PEORIA IL",-89.58027649,40.66614151,17
"1466","EAST POINT GA",-84.43933868,33.67996979,103
"1467","EAST PROVIDENCE RI",-71.36916351,41.81398392,20
"1468","EAST ROCHESTER NY",-77.48701477,43.1086731,39
"1469","EAST TROY WI",-88.40551758,42.78525925,13
"1470","EASTLAKE OH",-81.45001984,41.65415955,9
"1471","EASTMAN GA",-83.17722321,32.19805527,16
"1472","EASTON MD",-76.07592773,38.77448654,17
"1473","EASTON PA",-75.21966553,40.68871689,99
"1474","EATON OH",-84.6366806,39.74417877,2
"1475","EATONTON GA",-83.38854218,33.32721329,5
"1476","EATONTOWN NJ",-74.05027008,40.29634094,1
"1477","EATONVILLE WA",-122.2686615,46.86676407,4
"1478","EAU CLAIRE WI",-91.49876404,44.81137466,90
"1479","EDCOUCH TX",-97.96096802,26.29463768,4
"1480","EDEN ID",-114.21231842,42.60542297,1
"1481","EDEN NC",-79.76634216,36.48883438,3
"1482","EDEN PRAIRIE MN",-93.48716736,44.85310745,130
"1483","EDGAR SPRINGS MO",-91.86699677,37.70466232,7
"1484","EDGEFIELD SC",-81.92941284,33.78982162,1
"1485","EDGEWATER CO",-105.06536102,39.75324249,1
"1486","EDGEWATER FL",-80.90637207,28.99158287,40
"1487","EDGEWOOD WA",-122.29637909,47.2498703,10
"1488","EDINA MN",-93.34928131,44.91236496,19
"1489","EDINA MO",-92.1732254,40.16763306,19
"1490","EDINBORO PA",-80.13100433,41.87437439,110
"1491","EDINBURG TX",-98.16417694,26.30259705,200
"1492","EDINBURGH IN",-85.96690369,39.35437775,3
"1493","EDISTO BEACH SC",-80.33158112,32.48329544,1
"1494","EDMOND OK",-97.48453522,35.65326309,323
"1495","EDMONDS WA",-122.3799057,47.81037521,402
"1496","EDNA TX",-96.64674377,28.97920609,11
"1497","EDWARDSVILLE IL",-89.95322418,38.8115654,731
"1498","EFFINGHAM IL",-88.54359436,39.12008667,20
"1499","EL CAJON CA",-116.9467392,32.83002472,8
"1500","EL CENTRO CA",-115.56460571,32.79199982,15
"1501","EL CERRITO CA",-122.31425476,37.91544342,234
"1502","EL DORADO AR",-92.66680908,33.20800018,6
"1503","EL DORADO KS",-96.86262512,37.81741714,4
"1504","EL LAGO TX",-95.04547119,29.56394196,57
"1505","EL MIRAGE AZ",-112.32630157,33.61337662,4
"1506","EL MONTE CA",-118.0298996,34.06880569,87
"1507","EL PASO TX",-106.46205139,31.78388405,958
"1508","EL RENO OK",-97.95549011,35.53218842,14
"1509","EL SEGUNDO CA",-118.4185257,33.91943741,39
"1510","ELAINE AR",-90.85227966,34.30869293,3
"1511","ELBA AL",-86.06761169,31.41489601,5
"1512","ELBERTON GA",-82.86587524,34.11487579,3
"1513","ELDON MO",-92.58213806,38.34849548,7
"1514","ELDORADO IL",-88.43813324,37.8138237,1
"1515","ELDRIDGE IA",-90.5848465,41.65792465,2
"1516","ELGIN IL",-88.28123474,42.03733444,54
"1517","ELGIN MN",-92.25218964,44.13041306,1
"1518","ELGIN SC",-80.79399872,34.17118073,36
"1519","ELGIN TX",-97.37094879,30.34980202,4
"1520","ELIDA OH",-84.20368195,40.78894424,1
"1521","ELIOT ME",-70.79924774,43.15354538,1
"1522","ELIZABETH CITY NC",-76.22274017,36.3025322,36
"1523","ELIZABETH CO",-104.59734344,39.36034393,2
"1524","ELIZABETH NJ",-74.21881866,40.66823578,63
"1525","ELIZABETH PA",-79.88930511,40.26922607,1
"1526","ELIZABETHTON TN",-82.21013641,36.34902954,33
"1527","ELIZABETHTOWN KY",-85.85932159,37.69418716,27
"1528","ELIZABETHTOWN NC",-78.60453796,34.629673,2
"1529","ELIZABETHTOWN PA",-76.60209656,40.15314865,37
"1530","ELK GROVE CA",-121.37435913,38.40848923,1487
"1531","ELK GROVE VILLAGE IL",-87.97052765,42.00406647,2
"1532","ELK POINT SD",-96.68419647,42.68325424,11
"1533","ELK RAPIDS MI",-85.41677856,44.89548111,1
"1534","ELK RIVER MN",-93.56745911,45.30422974,3
"1535","ELKHART IN",-85.97689056,41.68212128,61
"1536","ELKHART TX",-95.58008575,31.62545013,1
"1537","ELKHORN WI",-88.54447174,42.67270279,2
"1538","ELKIN NC",-80.8482132,36.24475098,8
"1539","ELKINS WV",-79.85980225,38.92602921,5
"1540","ELKO NV",-115.76439667,40.83226395,37
"1541","ELKTON MD",-75.83261108,39.60694122,6
"1542","ELKTON VA",-78.6230011,38.40836716,1
"1543","ELLAVILLE GA",-84.30872345,32.23843384,1
"1544","ELLENSBURG WA",-120.55075073,46.99611664,55
"1545","ELLETTSVILLE IN",-86.62473297,39.23396301,9
"1546","ELLIJAY GA",-84.48228455,34.69475937,2
"1547","ELLSWORTH ME",-68.41850281,44.54365921,1
"1548","ELLWOOD CITY PA",-80.28616333,40.86182404,1
"1549","ELM GROVE WI",-88.07917786,43.04312515,1
"1550","ELMHURST IL",-87.9407196,41.89970398,45
"1551","ELMIRA NY",-76.80737305,42.08998108,100
"1552","ELMORE AL",-86.31501007,32.53902054,3
"1553","ELMWOOD IL",-89.96702576,40.77780151,6
"1554","ELMWOOD PARK IL",-87.80945587,41.92121506,2
"1555","ELMWOOD PARK NJ",-74.1175766,40.90429306,18
"1556","ELOY AZ",-111.55596924,32.75610733,2
"1557","ELSA TX",-97.99377441,26.29435349,3
"1558","ELSBERRY MO",-90.78118896,39.16703796,6
"1559","ELWOOD IN",-85.84185791,40.27725983,1
"1560","ELY IA",-91.58531189,41.87372589,4
"1561","ELY NV",-114.89070129,39.24752045,1
"1562","ELYRIA OH",-82.10734558,41.36825562,108
"1563","EMERSON NJ",-74.02526855,40.97657013,1
"1564","EMERYVILLE CA",-122.28714752,37.83127975,13
"1565","EMMAUS PA",-75.49610138,40.53958893,37
"1566","EMPORIA KS",-96.18218994,38.40393448,13
"1567","EMPORIA VA",-77.54174805,36.68619919,2
"1568","ENCINAL TX",-99.35529327,28.04174042,1
"1569","ENCINITAS CA",-117.29370117,33.0371666,45
"1570","ENDICOTT NY",-76.04867554,42.09862137,2
"1571","ENFIELD NH",-72.14303589,43.65077209,1
"1572","ENGLAND AR",-91.96916962,34.54467392,2
"1573","ENGLEWOOD CO",-104.9884491,39.6479187,44
"1574","ENGLEWOOD NJ",-73.97172546,40.8928833,50
"1575","ENGLEWOOD OH",-84.30197144,39.87775803,1
"1576","ENGLISHTOWN NJ",-74.35713196,40.29751205,3
"1577","ENID OK",-97.87895203,36.39573288,9
"1578","ENNIS TX",-96.6258316,32.32971191,3
"1579","ENTERPRISE AL",-85.85494995,31.31528282,14
"1580","ENTERPRISE MS",-88.82051849,32.17414474,1
"1581","ENUMCLAW WA",-121.99360657,47.20384598,4
"1582","EPHRAIM UT",-111.58812714,39.35956573,2
"1583","EPHRAIM WI",-87.16837311,45.15630341,3
"1584","EPHRATA PA",-76.17801666,40.17980194,4
"1585","EPPING NH",-71.08043671,43.03881454,1
"1586","ERIE CO",-105.05065155,40.0500946,4
"1587","ERIE PA",-80.08492279,42.12926483,367
"1588","ERLANGER KY",-84.60089111,39.01673508,10
"1589","ERWIN TN",-82.41162109,36.15189362,10
"1590","ESCANABA MI",-87.06468964,45.74517822,9
"1591","ESCONDIDO CA",-117.08862305,33.11952591,52
"1592","ESSEX JUNCTION VT",-73.11017609,44.49057007,17
"1593","ESSEX MA",-70.78186798,42.63206863,1
"1594","ESSEXVILLE MI",-83.84166718,43.61558151,3
"1595","ESTACADA OR",-122.33534241,45.28915405,2
"1596","ESTERO FL",-81.80654144,26.43899536,14
"1597","ESTES PARK CO",-105.52495575,40.37337112,23
"1598","ESTHERVILLE IA",-94.83354187,43.40145493,1
"1599","ESTILL SPRINGS TN",-86.12779999,35.27093887,2
"1600","ETNA PA",-79.94859314,40.50443268,1
"1601","EUCLID OH",-81.52645111,41.59303284,11
"1602","EUDORA KS",-95.09897614,38.943367,1
"1603","EUFAULA AL",-85.1452179,31.89162636,2
"1604","EUGENE OR",-123.08983612,44.05194855,1588
"1605","EULESS TX",-97.08273315,32.83728409,98
"1606","EUNICE LA",-92.41770172,30.49472046,8
"1607","EUPORA MS",-89.26713562,33.54109192,1
"1608","EUREKA CA",-124.16533661,40.80156708,37
"1609","EUREKA MO",-90.62799835,38.50252533,29
"1610","EUREKA MT",-115.05457306,48.88105392,1
"1611","EUREKA SPRINGS AR",-93.73842621,36.40146255,3
"1612","EUSTIS FL",-81.68483734,28.85318184,5
"1613","EUTAW AL",-87.88775635,32.84085083,8
"1614","EVANS CITY PA",-80.06215668,40.76942062,1
"1615","EVANS CO",-104.69380951,40.37656403,10
"1616","EVANSTON IL",-87.69037628,42.04132843,389
"1617","EVANSTON WY",-110.96526337,41.26803589,53
"1618","EVANSVILLE IN",-87.56850433,37.97795486,389
"1619","EVART MI",-85.25918579,43.90063477,3
"1620","EVERETT MA",-71.05252075,42.40878296,104
"1621","EVERETT WA",-122.20454407,47.97843552,214
"1622","EVERGREEN PARK IL",-87.70169067,41.72086334,7
"1623","EVERMAN TX",-97.28966522,32.63102341,3
"1624","EVERTON MO",-93.70294189,37.34272385,1
"1625","EWING MO",-91.70560455,40.00642395,1
"1626","EXCELSIOR SPRINGS MO",-94.22633362,39.33908463,6
"1627","EXETER CA",-119.14376068,36.29608917,5
"1628","EXETER NH",-70.95800781,42.98471451,45
"1629","FABIUS NY",-75.98513794,42.83499908,1
"1630","FAIR GROVE MO",-93.15155792,37.38409424,3
"1631","FAIR HAVEN NJ",-74.03659821,40.35977936,152
"1632","FAIR LAWN NJ",-74.13076019,40.94062424,2
"1633","FAIRBANKS AK",-147.71856689,64.83367157,121
"1634","FAIRBORN OH",-84.01902771,39.82121658,21
"1635","FAIRBURN GA",-84.58108521,33.56713867,5
"1636","FAIRCHILD WI",-90.96333313,44.60019302,1
"1637","FAIRFAX CA",-122.59098053,37.98677063,5
"1638","FAIRFAX MO",-95.39389038,40.3384285,3
"1639","FAIRFAX VA",-77.30588531,38.84661865,504
"1640","FAIRFIELD AL",-86.91445923,33.49562073,1
"1641","FAIRFIELD CA",-122.04209137,38.24917603,77
"1642","FAIRFIELD CT",-73.26300049,41.14122772,19
"1643","FAIRFIELD IA",-91.96311188,41.00863266,13
"1644","FAIRFIELD OH",-84.56064606,39.34600449,19
"1645","FAIRFIELD PA",-77.36804962,39.78766632,1
"1646","FAIRFIELD TX",-96.16577911,31.72510147,1
"1647","FAIRHAVEN MA",-70.902565,41.63794327,9
"1648","FAIRHOPE AL",-87.90351105,30.52334213,4
"1649","FAIRMONT CITY IL",-90.09365845,38.65008545,20
"1650","FAIRMONT WV",-80.14244843,39.48347473,20
"1651","FAIRMOUNT GA",-84.69966888,34.43648911,7
"1652","FAIRVIEW PA",-80.25499725,42.03170013,7
"1653","FAIRVIEW PARK OH",-81.86431885,41.44171524,7
"1654","FAIRVIEW TN",-87.12164307,35.98221207,1
"1655","FAIRVIEW TX",-101.51995087,32.35611343,1
"1656","FALFURRIAS TX",-98.14491272,27.2275238,2
"1657","FALKVILLE AL",-86.90859222,34.36846542,1
"1658","FALL CREEK WI",-91.27741241,44.76337814,1
"1659","FALL RIVER MA",-71.15414429,41.70151138,38
"1660","FALLON NV",-118.77886963,39.47320557,15
"1661","FALLS CHURCH VA",-77.17056274,38.88268661,124
"1662","FALLS CITY TX",-98.01808167,28.98327637,1
"1663","FALMOUTH MA",-70.61294556,41.56003571,7
"1664","FARGO ND",-96.79805756,46.87498474,375
"1665","FARIBAULT MN",-93.26953125,44.29466248,13
"1666","FARMERS BRANCH TX",-96.89679718,32.92665482,17
"1667","FARMINGDALE NY",-73.44436646,40.73298645,10
"1668","FARMINGTON HILLS MI",-83.3771286,42.48558807,111
"1669","FARMINGTON IL",-90.00591278,40.69827271,1
"1670","FARMINGTON MI",-83.37620544,42.46465302,36
"1671","FARMINGTON MN",-93.14386749,44.64002991,9
"1672","FARMINGTON MO",-90.4220047,37.78110504,40
"1673","FARMINGTON NH",-71.07139587,43.38951111,10
"1674","FARMINGTON NM",-108.20515442,36.73355865,19
"1675","FARMINGTON UT",-111.88910675,40.98031616,2
"1676","FARMVILLE NC",-77.41796112,35.59592056,1
"1677","FARMVILLE VA",-78.39121246,37.30234909,17
"1678","FAYETTE MO",-92.68386078,39.14609146,12
"1679","FAYETTE MS",-91.06066895,31.71204758,1
"1680","FAYETTEVILLE AR",-94.15759277,36.06256104,418
"1681","FAYETTEVILLE GA",-84.45489502,33.44916916,20
"1682","FAYETTEVILLE NC",-78.87771606,35.05313873,485
"1683","FAYETTEVILLE NY",-76.0059433,43.02997971,29
"1684","FAYETTEVILLE TN",-86.57073212,35.15206146,20
"1685","FAYETTEVILLE TX",-96.67340851,29.90643501,2
"1686","FAYETTEVILLE WV",-81.10643005,38.05362701,1
"1687","FEDERAL HEIGHTS CO",-104.99935913,39.85155487,1
"1688","FEDERAL WAY WA",-122.31441498,47.32177734,232
"1689","FEDERALSBURG MD",-75.77262115,38.69446945,5
"1690","FELLSMERE FL",-80.59937286,27.77430344,1
"1691","FELTON DE",-75.57888031,39.00894928,1
"1692","FENTON MI",-83.70490265,42.79768372,29
"1693","FENTON MO",-90.43593597,38.51305771,457
"1694","FERGUS FALLS MN",-96.07798004,46.28308868,1
"1695","FERGUSON MO",-90.306633,38.74429321,941
"1696","FERNANDINA BEACH FL",-81.46240234,30.66996193,12
"1697","FERNDALE MI",-83.13441467,42.46089172,241
"1698","FERNDALE WA",-122.59371185,48.84636688,13
"1699","FERNLEY NV",-119.25421143,39.60798645,2
"1700","FERRIDAY LA",-91.55467224,31.63029099,2
"1701","FESTUS MO",-90.39609528,38.22088623,45
"1702","FILLMORE CA",-118.91975403,34.39930344,6
"1703","FINDLAY OH",-83.64990997,41.04424286,23
"1704","FINLEYVILLE PA",-80.00263977,40.25251389,1
"1705","FIREBAUGH CA",-120.45774078,36.85879517,3
"1706","FISHERS IN",-86.0140152,39.95565414,132
"1707","FITCHBURG MA",-71.79621124,42.58549881,15
"1708","FITCHBURG WI",-89.47031403,42.96075439,10
"1709","FITZGERALD GA",-83.25261688,31.71505928,4
"1710","FLAGLER BEACH FL",-81.12680054,29.47527695,66
"1711","FLAGSTAFF AZ",-111.65330505,35.19802475,269
"1712","FLAT ROCK MI",-83.29182434,42.09670639,3
"1713","FLATWOODS KY",-82.71713257,38.52272797,10
"1714","FLATWOODS WV",-80.64941406,38.7231369,6
"1715","FLEMINGTON NJ",-74.85857391,40.51246643,3
"1716","FLETCHER NC",-82.501091,35.43087387,1
"1717","FLINT MI",-83.68744659,43.01246643,701
"1718","FLORAL PARK NY",-73.70424652,40.72377777,6
"1719","FLORENCE AL",-87.67726898,34.7997818,135
"1720","FLORENCE AZ",-111.38915253,33.0316925,3
"1721","FLORENCE CO",-105.11975098,38.39019012,82
"1722","FLORENCE KY",-84.62657166,38.99923706,25
"1723","FLORENCE NJ",-74.80489349,40.11992264,2
"1724","FLORENCE OR",-124.10271454,43.98227692,5
"1725","FLORENCE SC",-79.76351166,34.19935226,143
"1726","FLORESVILLE TX",-98.15641022,29.13393784,7
"1727","FLORHAM PARK NJ",-74.38710785,40.7882309,1
"1728","FLORIDA CITY FL",-80.47893524,25.44846153,10
"1729","FLORISSANT MO",-90.32299042,38.78946304,982
"1730","FLOSSMOOR IL",-87.68474579,41.54309845,12
"1731","FLOYD VA",-80.31944275,36.91149902,65
"1732","FLUSHING MI",-83.85099792,43.06319427,28
"1733","FOLEY AL",-87.68378448,30.40701675,4
"1734","FOND DU LAC WI",-88.44734955,43.77285004,119
"1735","FONTANA CA",-117.43637848,34.09202576,58
"1736","FORDYCE AR",-92.41331482,33.81410217,1
"1737","FOREST CITY IA",-93.63772583,43.26252365,3
"1738","FOREST CITY NC",-81.86473083,35.33415604,2
"1739","FOREST GROVE OR",-123.11235809,45.51952362,32
"1740","FOREST HILL TX",-97.26972198,32.67246246,3
"1741","FOREST HILLS PA",-79.84965515,40.42011642,2
"1742","FOREST LAKE MN",-92.98565674,45.27859497,2
"1743","FOREST MS",-89.47438812,32.36502075,1
"1744","FOREST PARK GA",-84.36103058,33.62044144,3
"1745","FOREST PARK IL",-87.81355286,41.87948608,8
"1746","FOREST PARK OH",-84.50376892,39.2902565,10
"1747","FORKS WA",-124.38799286,47.94977951,3
"1748","FORNEY TX",-96.47270966,32.74848175,26
"1749","FORREST CITY AR",-90.79021454,35.00848389,7
"1750","FORSYTH GA",-83.93824768,33.03457642,2
"1751","FORSYTH MO",-93.120224,36.68517685,5
"1752","FORT ATKINSON WI",-88.83695984,42.92907715,13
"1753","FORT COLLINS CO",-105.08586884,40.58546066,964
"1754","FORT DODGE IA",-94.18049622,42.50019073,7
"1755","FORT GIBSON OK",-95.25126648,35.79767609,1
"1756","FORT KENT ME",-68.58863831,47.25884247,1
"1757","FORT LAUDERDALE FL",-80.14283752,26.12309074,1490
"1758","FORT LEE NJ",-73.96900177,40.85113907,10
"1759","FORT LUPTON CO",-104.80869293,40.07614517,21
"1760","FORT MILL SC",-80.94496155,35.00762558,60
"1761","FORT MITCHELL KY",-84.54763031,39.05939865,7
"1762","FORT MORGAN CO",-103.80197144,40.24989319,1
"1763","FORT MYERS FL",-81.87184143,26.64133644,261
"1764","FORT PAYNE AL",-85.71984863,34.44424438,5
"1765","FORT PIERCE FL",-80.32531738,27.44716644,20
"1766","FORT SCOTT KS",-94.70889282,37.83989716,6
"1767","FORT SMITH AR",-94.39919281,35.3862114,89
"1768","FORT STOCKTON TX",-102.88010406,30.89455986,3
"1769","FORT VALLEY GA",-83.88742828,32.5541687,14
"1770","FORT WALTON BEACH FL",-86.61834717,30.40767479,52
"1771","FORT WAYNE IN",-85.13967896,41.07278061,579
"1772","FORT WHITE FL",-82.71363068,29.92387581,1
"1773","FORT WORTH TX",-97.32135773,32.72562027,3106
"1774","FORT YATES ND",-100.62908173,46.09021378,2
"1775","FOSTER CITY CA",-122.27339172,37.55817413,11
"1776","FOUKE AR",-93.88582611,33.26132202,2
"1777","FOUNTAIN CO",-104.70175171,38.68201065,5
"1778","FOUNTAIN INN SC",-82.20529175,34.69663239,7
"1779","FOUNTAIN VALLEY CA",-117.95550537,33.70910645,3
"1780","FOWLERVILLE MI",-84.07279205,42.66091537,1
"1781","FRAMINGHAM MA",-71.41543579,42.27958298,37
"1782","FRANKENMUTH MI",-83.73799896,43.33162689,2
"1783","FRANKFORT IL",-87.8484726,41.49582291,4
"1784","FRANKFORT KY",-84.87322235,38.20124054,126
"1785","FRANKLIN IN",-86.05474854,39.48073578,14
"1786","FRANKLIN KY",-86.57696533,36.72238159,17
"1787","FRANKLIN LA",-91.50192261,29.79652786,16
"1788","FRANKLIN MI",-83.30574799,42.52250671,1
"1789","FRANKLIN NC",-83.38106537,35.17907715,3
"1790","FRANKLIN NH",-71.64609528,43.44426346,1
"1791","FRANKLIN NJ",-74.57991791,41.12214279,2
"1792","FRANKLIN OH",-84.30413055,39.55898666,1
"1793","FRANKLIN TN",-86.87760162,35.92164993,101
"1794","FRANKLINTON LA",-90.15345764,30.84731102,1
"1795","FRANKTON IN",-85.77852631,40.2229538,2
"1796","FRASER CO",-105.81874084,39.94474792,1
"1797","FRASER MI",-82.94940948,42.53918457,3
"1798","FREDERICK MD",-77.40981293,39.41444397,297
"1799","FREDERICKSBURG TX",-98.87243652,30.27570152,7
"1800","FREDERICKSBURG VA",-77.45996094,38.30348969,114
"1801","FREDERICKTOWN MO",-90.29403687,37.5598793,17
"1802","FREDONIA NY",-79.33128357,42.4403038,14
"1803","FREDONIA WI",-87.95108032,43.47070694,1
"1804","FREEBURG IL",-89.91384888,38.42782593,3
"1805","FREEDOM PA",-80.25327301,40.68782806,4
"1806","FREEHOLD NJ",-74.27283478,40.26020432,12
"1807","FREEPORT FL",-86.13587189,30.49859619,7
"1808","FREEPORT IL",-89.62126923,42.29691696,83
"1809","FREEPORT NY",-73.58229065,40.65803146,22
"1810","FREEPORT TX",-95.35985565,28.95484543,13
"1811","FREMONT CA",-121.97403717,37.55101776,379
"1812","FREMONT IN",-84.93248749,41.73084641,1
"1813","FREMONT NE",-96.49893188,41.43340683,4
"1814","FREMONT OH",-83.12195587,41.35057831,19
"1815","FRENCHTOWN NJ",-75.06065369,40.52624512,1
"1816","FRESNO CA",-119.77398682,36.74755478,1144
"1817","FRIARS POINT MS",-90.63935089,34.36989975,1
"1818","FRIDAY HARBOR WA",-123.01121521,48.53361893,1
"1819","FRIDLEY MN",-93.2636261,45.08617401,67
"1820","FRIENDSHIP WI",-89.81681061,43.97062302,1
"1821","FRIENDSWOOD TX",-95.20127106,29.53010368,21
"1822","FRISCO CO",-106.09901428,39.57444763,17
"1823","FRISCO TX",-96.82434082,33.15098572,254
"1824","FRITCH TX",-101.60410309,35.63983154,2
"1825","FRONT ROYAL VA",-78.19395447,38.91853714,21
"1826","FRONTENAC MO",-90.41536713,38.63556671,1
"1827","FROSTBURG MD",-78.92780304,39.65832138,10
"1828","FRUITA CO",-108.72994232,39.15882111,2
"1829","FRUITLAND PARK FL",-81.90615082,28.8618412,1
"1830","FRUITPORT MI",-86.154953,43.13179398,1
"1831","FULLERTON CA",-117.92686462,33.87014771,224
"1832","FULSHEAR TX",-95.90010071,29.69036102,1
"1833","FULTON MO",-91.94814301,38.84679031,6
"1834","FULTON NY",-76.41664124,43.32299042,1
"1835","FULTS IL",-90.21621704,38.16628647,1
"1836","GADSDEN AL",-86.00675201,34.01457596,64
"1837","GAFFNEY SC",-81.64937592,35.07206345,38
"1838","GAHANNA OH",-82.87860107,40.02072525,5
"1839","GAINESVILLE FL",-82.32462311,29.65203285,1054
"1840","GAINESVILLE GA",-83.82389832,34.29787827,150
"1841","GAINESVILLE TX",-97.13391113,33.62611008,3
"1842","GAITHERSBURG MD",-77.20072174,39.14352417,166
"1843","GALAX VA",-80.92372894,36.66142654,1
"1844","GALESBURG IL",-90.37152863,40.9480629,129
"1845","GALETON PA",-77.64122772,41.733181,1
"1846","GALLATIN TN",-86.44691467,36.38848495,30
"1847","GALLUP NM",-108.74343872,35.52494812,3
"1848","GALT CA",-121.30244446,38.25453568,4
"1849","GALVESTON IN",-86.19012451,40.57881165,5
"1850","GALVESTON TX",-94.79576111,29.30070114,113
"1851","GARDEN CITY ID",-116.24009705,43.62173462,7
"1852","GARDEN CITY KS",-100.87353516,37.97177505,6
"1853","GARDEN CITY MI",-83.33091736,42.32582092,4
"1854","GARDEN CITY MO",-94.19150543,38.56124496,11
"1855","GARDEN CITY NY",-73.63320923,40.72684097,7
"1856","GARDEN GROVE CA",-117.94371796,33.77397156,140
"1857","GARDEN PLAIN KS",-97.68421173,37.65839767,1
"1858","GARDENA CA",-118.31051636,33.88837814,66
"1859","GARDENDALE AL",-86.81273651,33.66012192,1
"1860","GARDINER ME",-69.77404785,44.23034286,12
"1861","GARDNER KS",-94.92789459,38.81066132,60
"1862","GARDNER MA",-71.99727631,42.57534027,6
"1863","GARFIELD NJ",-74.11222839,40.88159561,3
"1864","GARLAND TX",-96.63926697,32.91297531,132
"1865","GARNER NC",-78.61359406,35.71166992,48
"1866","GARRETT IN",-85.13555908,41.3495636,34
"1867","GARY IN",-87.33873749,41.59325409,166
"1868","GAS CITY IN",-85.61326599,40.48720932,3
"1869","GASSAWAY WV",-80.77455902,38.67528152,1
"1870","GASTON OR",-123.14157104,45.43574142,6
"1871","GASTON SC",-81.10059357,33.8172226,8
"1872","GASTONIA NC",-81.18706512,35.26216507,118
"1873","GATES MILLS OH",-81.40299225,41.51760483,3
"1874","GATESVILLE TX",-97.74459839,31.43569565,8
"1875","GATLINBURG TN",-83.50972748,35.71463394,1
"1876","GAUTIER MS",-88.628479,30.38991356,2
"1877","GAYLORD MI",-84.67483521,45.02762222,30
"1878","GENESEE WI",-88.35901642,42.9526329,1
"1879","GENESEO IL",-90.15467072,41.44804764,1
"1880","GENESEO NY",-77.81667328,42.79621887,3
"1881","GENEVA IL",-88.30541992,41.8876915,40
"1882","GENEVA NY",-76.97723389,42.86890793,19
"1883","GENEVA OH",-80.94763184,41.80530167,3
"1884","GENOA CITY WI",-88.32978821,42.49824905,14
"1885","GENOA IL",-88.6933136,42.09733582,3
"1886","GENOA NE",-97.73149109,41.44846344,1
"1887","GEORGETOWN CO",-105.69856262,39.70604706,4
"1888","GEORGETOWN KY",-84.55860138,38.21012115,26
"1889","GEORGETOWN LA",-92.38475037,31.76140976,1
"1890","GEORGETOWN OH",-83.90393066,38.86468124,1
"1891","GEORGETOWN SC",-79.28886414,33.37522888,3
"1892","GEORGETOWN TX",-97.67801666,30.6329689,83
"1893","GERMANTOWN OH",-84.36915588,39.62649536,1
"1894","GERMANTOWN TN",-89.80731201,35.08958817,13
