"yday","location","time","location_total.counts","positive.counts","negative.counts","neutral.counts","counts","lon","lat"
225,"PORT ORCHARD WA",5,1,1,0,0,1,-122.6369019,47.53696823
225,"PORT ORFORD OR",5,1,1,0,0,1,-124.4993668,42.74531555
225,"PORT WASHINGTON WI",5,1,0,1,0,1,-87.876091,43.3874321
225,"PORTAGE MI",5,1,0,1,0,1,-85.57974243,42.20133972
225,"PORTAGEVILLE MO",5,2,1,1,0,2,-89.69967651,36.42550278
225,"PORTLAND ME",5,24,8,6,10,24,-70.25403595,43.6618576
225,"PORTLAND MI",5,1,0,1,0,1,-84.90298462,42.86923599
225,"PORTLAND OR",5,452,114,126,212,452,-122.6786423,45.52309418
225,"PORTSMOUTH NH",5,3,2,1,0,3,-70.76164246,43.07198334
225,"PORTSMOUTH VA",5,4,2,0,2,4,-76.29769135,36.83554077
225,"POUGHKEEPSIE NY",5,3,2,1,0,3,-73.92034149,41.70055771
225,"POWDER SPRINGS GA",5,1,0,0,1,1,-84.68379974,33.8599205
225,"PRAIRIE VILLAGE KS",5,2,2,0,0,2,-94.63400269,38.99189377
225,"PRATTVILLE AL",5,6,1,3,2,6,-86.45972443,32.46446228
225,"PRESCOTT AZ",5,1,0,1,0,1,-112.4702301,34.54008102
225,"PRICHARD AL",5,2,0,1,1,2,-88.07904053,30.739048
225,"PRINCETON NJ",5,6,0,2,4,6,-74.65805817,40.34872055
225,"PROVIDENCE RI",5,50,12,18,20,50,-71.40118408,41.82990265
225,"PROVINCETOWN MA",5,36,7,13,16,36,-70.17770386,42.05849075
225,"PROVO UT",5,4,3,1,0,4,-111.6589813,40.23337936
225,"PUEBLO CO",5,5,1,2,2,5,-104.6108551,38.25450516
225,"PULASKI TN",5,1,0,0,1,1,-87.03085327,35.19976807
225,"PULLMAN WA",5,50,18,11,21,50,-117.180481,46.73068619
225,"PUYALLUP WA",5,2,0,1,1,2,-122.2927628,47.19064331
225,"QUAPAW OK",5,1,1,0,0,1,-94.7911377,36.95119095
225,"QUINCY IL",5,8,3,2,3,8,-91.41021729,39.9356575
225,"QUINCY MA",5,1,0,0,1,1,-71.00706482,42.24961472
225,"QUINCY MI",5,1,0,1,0,1,-84.88388824,41.94426727
225,"RACINE WI",5,10,5,3,2,10,-87.78296661,42.72628021
225,"RALEIGH NC",5,176,45,48,83,176,-78.63800049,35.77230835
225,"RAMSEY NJ",5,1,1,0,0,1,-74.13990021,41.05768967
225,"RANCHO CORDOVA CA",5,3,1,0,2,3,-121.3053742,38.58900452
225,"RANTOUL IL",5,1,1,0,0,1,-88.15558624,40.31206131
225,"RAPID CITY SD",5,1,0,1,0,1,-103.2325821,44.08078766
225,"RAYMOND NE",5,1,0,1,0,1,-96.783638,40.95689011
225,"RAYTOWN MO",5,2,0,1,1,2,-94.46369934,39.00871277
225,"RED BANK NJ",5,1,1,0,0,1,-74.06324768,40.3471756
225,"RED BUD IL",5,1,0,1,0,1,-89.99465179,38.21178436
225,"RED WING MN",5,1,0,1,0,1,-92.53401184,44.56221771
225,"REDDING CA",5,9,5,1,3,9,-122.3944626,40.58649826
225,"REDLANDS CA",5,4,1,0,3,4,-117.21064,34.0318718
225,"REDMOND OR",5,2,0,1,1,2,-121.1761093,44.27230453
225,"REDMOND WA",5,19,6,5,8,19,-122.1240006,47.67367172
225,"REDONDO BEACH CA",5,16,5,5,6,16,-118.3907471,33.84916687
225,"REDWOOD CITY CA",5,5,2,0,3,5,-122.2364655,37.48601151
225,"RENO NV",5,19,5,4,10,19,-119.8160934,39.5294838
225,"RENTON WA",5,7,2,1,4,7,-122.2197342,47.48252487
225,"REPUBLIC MO",5,1,0,1,0,1,-93.48056793,37.12031555
225,"REYNOLDSBURG OH",5,1,0,1,0,1,-82.81163788,39.95471191
225,"RIALTO CA",5,1,1,0,0,1,-117.3716126,34.1063118
225,"RICHARDSON TX",5,4,1,2,1,4,-96.73020172,32.94840622
225,"RICHLAND WA",5,6,3,2,1,6,-119.2866592,46.28547287
225,"RICHMOND CA",5,11,1,3,7,11,-122.3500443,37.9354744
225,"RICHMOND HEIGHTS MO",5,8,1,1,6,8,-90.31951904,38.62892532
225,"RICHMOND HILL GA",5,1,1,0,0,1,-81.30295563,31.9388752
225,"RICHMOND TX",5,1,0,0,1,1,-95.76106262,29.58276558
225,"RICHMOND VA",5,83,19,19,45,83,-77.45962524,37.55412674
225,"RICHTON PARK IL",5,1,1,0,0,1,-87.70342255,41.48434448
225,"RIDGELAND MS",5,2,0,1,1,2,-90.13221741,32.42857742
225,"RIDGEWAY SC",5,1,0,0,1,1,-80.95993805,34.30814362
225,"RINGGOLD GA",5,1,0,0,1,1,-85.10852051,34.9195137
225,"RIPON WI",5,3,1,1,1,3,-88.83634186,43.8422966
225,"RIVERDALE GA",5,4,1,1,2,4,-84.4131012,33.57296371
225,"RIVERDALE IL",5,1,0,1,0,1,-87.633255,41.6336174
225,"RIVERSIDE CA",5,39,15,11,13,39,-117.3973999,33.95311737
225,"ROANOKE VA",5,7,2,2,3,7,-79.94111633,37.27119827
225,"ROBINSON IL",5,3,2,0,1,3,-87.73912048,39.00521469
225,"ROCHESTER MN",5,16,7,1,8,16,-92.47042084,44.02156448
225,"ROCHESTER NY",5,70,19,20,31,70,-77.61522675,43.15487671
225,"ROCK HILL MO",5,1,0,0,1,1,-90.37846375,38.60773849
225,"ROCK HILL SC",5,4,3,1,0,4,-81.02463531,34.92498779
225,"ROCK ISLAND IL",5,1,0,1,0,1,-90.5790329,41.50963593
225,"ROCKFORD IL",5,6,2,1,3,6,-89.09428406,42.27135086
225,"ROCKVILLE MD",5,4,1,2,1,4,-77.15235901,39.08402252
225,"ROCKY MOUNT NC",5,1,0,0,1,1,-77.78997803,35.93837738
225,"ROCKY RIVER OH",5,3,0,1,2,3,-81.83889008,41.4756279
225,"ROGERS AR",5,1,1,0,0,1,-94.11903381,36.33228683
225,"ROLLA MO",5,1,0,0,1,1,-91.77151489,37.95161438
225,"ROME GA",5,1,0,1,0,1,-85.16900635,34.24008942
225,"ROSEBURG OR",5,1,0,0,1,1,-123.3444519,43.21644974
225,"ROSEVILLE CA",5,1,1,0,0,1,-121.2899246,38.75195694
225,"ROSWELL GA",5,2,1,1,0,2,-84.36141205,34.02328491
225,"ROSWELL NM",5,2,1,0,1,2,-104.5282135,33.39533997
225,"ROUND ROCK TX",5,3,1,2,0,3,-97.67939758,30.50861359
225,"ROY UT",5,1,0,0,1,1,-112.035286,41.16501999
225,"ROYAL OAK MI",5,1,0,1,0,1,-83.1442337,42.48933792
225,"RUTHERFORDTON NC",5,1,0,0,1,1,-81.95639801,35.3694458
225,"RYE CO",5,2,0,2,0,2,-104.9316177,37.92366791
225,"RYE NY",5,1,1,0,0,1,-73.68312836,40.98072433
225,"SACRAMENTO CA",5,149,39,48,62,149,-121.4959793,38.58154297
225,"SAGINAW MI",5,4,0,0,4,4,-83.95076752,43.41968918
225,"SAHUARITA AZ",5,33,13,13,7,33,-110.9567032,31.95795059
225,"SALEM IL",5,2,1,1,0,2,-88.94590759,38.62715149
225,"SALEM MA",5,7,2,2,3,7,-70.89565277,42.51993179
225,"SALEM NH",5,1,0,0,1,1,-71.19998169,42.78861618
225,"SALEM OR",5,11,3,2,6,11,-123.0377197,44.94248199
225,"SALEM VA",5,2,1,1,0,2,-80.05405426,37.29384232
225,"SALINA KS",5,5,2,0,3,5,-97.61184692,38.84041977
225,"SALINAS CA",5,52,16,13,23,52,-121.6571732,36.67780304
225,"SALISBURY MD",5,2,0,0,2,2,-75.5984726,38.36100388
225,"SALISBURY NC",5,1,0,1,0,1,-80.47377014,35.67113495
225,"SALT LAKE CITY UT",5,23,9,5,9,23,-111.8912659,40.77029037
225,"SALTILLO MS",5,1,1,0,0,1,-88.68186188,34.37690353
225,"SAN ANSELMO CA",5,3,0,1,2,3,-122.5641785,37.97429276
225,"SAN ANTONIO TX",5,117,38,30,49,117,-98.49394989,29.42439651
225,"SAN BERNARDINO CA",5,5,3,0,2,5,-117.304596,34.12142563
225,"SAN CLEMENTE CA",5,1,1,0,0,1,-117.6134033,33.42698669
225,"SAN DIEGO CA",5,320,95,90,135,320,-117.1587296,32.71524429
225,"SAN DIMAS CA",5,1,0,0,1,1,-117.8088913,34.10668945
225,"SAN FRANCISCO CA",5,362,123,79,160,362,-122.4213257,37.77465057
225,"SAN JOSE CA",5,52,18,12,22,52,-121.8973846,37.33491516
225,"SAN LEANDRO CA",5,5,1,1,3,5,-122.155983,37.70180511
225,"SAN LUIS OBISPO CA",5,3,1,0,2,3,-120.6622849,35.28281021
225,"SAN MARCOS CA",5,1,0,0,1,1,-117.1673966,33.14345551
225,"SAN MARCOS TX",5,23,6,12,5,23,-97.94176483,29.88363266
225,"SAN MATEO CA",5,6,1,3,2,6,-122.3270264,37.56283569
225,"SAN RAFAEL CA",5,1,0,1,0,1,-122.5331726,37.97325134
225,"SAN RAMON CA",5,1,0,0,1,1,-121.9799347,37.77985764
225,"SANDY OR",5,1,0,0,1,1,-122.263649,45.39704132
225,"SANDY SPRINGS GA",5,1,0,1,0,1,-84.37850952,33.92443848
225,"SANTA ANA CA",5,18,3,7,8,18,-117.8697281,33.74567413
225,"SANTA BARBARA CA",5,19,7,4,8,19,-119.7056656,34.4233017
225,"SANTA CLARA CA",5,2,0,1,1,2,-121.946434,37.34754181
225,"SANTA CRUZ CA",5,19,3,12,4,19,-122.0333557,36.97389984
225,"SANTA FE NM",5,41,15,12,14,41,-105.9468155,35.68014526
225,"SANTA MARIA CA",5,1,0,1,0,1,-120.437973,34.95292664
225,"SANTA MONICA CA",5,38,17,7,14,38,-118.4925232,34.01921082
225,"SANTA ROSA CA",5,16,5,5,6,16,-122.7165146,38.44017792
225,"SAPULPA OK",5,1,0,0,1,1,-96.11476135,35.99878311
225,"SARASOTA FL",5,8,5,2,1,8,-82.53031158,27.33688736
225,"SARATOGA SPRINGS NY",5,1,0,0,1,1,-73.78382111,43.08345032
225,"SAVANNAH GA",5,48,14,15,19,48,-81.09463501,32.07280731
225,"SCARSDALE NY",5,2,1,1,0,2,-73.78360748,41.00525665
225,"SCHAUMBURG IL",5,3,2,1,0,3,-88.08359528,42.03350449
225,"SCHENECTADY NY",5,3,0,1,2,3,-73.938591,42.81433487
225,"SCOTT LA",5,1,0,1,0,1,-92.09500885,30.23620224
225,"SCOTTSBLUFF NE",5,1,0,0,1,1,-103.6682434,41.86663818
225,"SCOTTSDALE AZ",5,14,6,2,6,14,-111.9002533,33.50918579
225,"SCRANTON PA",5,6,1,2,3,6,-75.66184998,41.40919113
225,"SEAFORD DE",5,1,0,1,0,1,-75.61972809,38.64723206
225,"SEASIDE CA",5,1,1,0,0,1,-121.8542252,36.6110611
225,"SEATTLE WA",5,575,170,170,235,575,-122.3343964,47.60571289
225,"SEBASTOPOL CA",5,1,0,0,1,1,-122.8264999,38.40188217
225,"SEDONA AZ",5,1,0,0,1,1,-111.7623367,34.86959839
225,"SEGUIN TX",5,4,0,2,2,4,-97.96529388,29.56933594
225,"SENECA SC",5,1,1,0,0,1,-82.95318604,34.68600845
225,"SEWICKLEY PA",5,1,0,0,1,1,-80.18386078,40.5364151
225,"SHAKER HEIGHTS OH",5,42,11,9,22,42,-81.53669739,41.47419357
225,"SHAKOPEE MN",5,1,0,1,0,1,-93.52770233,44.79788971
225,"SHAWNEE KS",5,1,0,1,0,1,-94.7208786,39.0417366
225,"SHEBOYGAN WI",5,6,1,1,4,6,-87.71476746,43.75089264
225,"SHELBY NC",5,1,0,1,0,1,-81.53518677,35.29262543
225,"SHIVELY KY",5,5,3,0,2,5,-85.82255554,38.20013809
225,"SHOREVIEW MN",5,2,0,1,1,2,-93.1241684,45.06987762
225,"SHREVEPORT LA",5,10,2,3,5,10,-93.7507019,32.52565002
225,"SIDNEY OH",5,1,0,1,0,1,-84.15549469,40.28426743
225,"SIERRA MADRE CA",5,1,0,0,1,1,-118.0547943,34.16183853
225,"SILVER CITY NM",5,1,0,0,1,1,-108.281929,32.77336884
225,"SIMI VALLEY CA",5,1,1,0,0,1,-118.7839508,34.26951981
225,"SIOUX CITY IA",5,1,0,1,0,1,-96.40085602,42.5001564
225,"SIOUX FALLS SD",5,8,2,1,5,8,-96.73429108,43.54177475
225,"SISTER BAY WI",5,1,1,0,0,1,-87.12120819,45.19202423
225,"SLIDELL LA",5,4,1,2,1,4,-89.78143311,30.27558708
225,"SLOATSBURG NY",5,1,1,0,0,1,-74.19187164,41.15483475
225,"SMITHVILLE MO",5,1,0,0,1,1,-94.58171082,39.38669586
225,"SMYRNA DE",5,1,0,0,1,1,-75.60120392,39.30263519
225,"SMYRNA GA",5,5,2,0,3,5,-84.51447296,33.88409042
225,"SMYRNA TN",5,1,1,0,0,1,-86.51843262,35.98318863
225,"SOMERSET PA",5,1,0,1,0,1,-79.0776825,40.00854874
225,"SOMERVILLE MA",5,47,17,6,24,47,-71.09860992,42.38757324
225,"SONOMA CA",5,1,0,1,0,1,-122.4600754,38.29153061
225,"SONORA CA",5,8,3,1,4,8,-120.3842011,37.98400497
225,"SOUDERTON PA",5,1,0,0,1,1,-75.32456207,40.31177902
225,"SOUTH BEND IN",5,10,3,5,2,10,-86.25171661,41.67295837
225,"SOUTH EUCLID OH",5,1,0,0,1,1,-81.51824188,41.5230751
225,"SOUTH GATE CA",5,1,0,1,0,1,-118.213707,33.95462799
225,"SOUTH LAKE TAHOE CA",5,1,0,0,1,1,-119.972786,38.94574356
225,"SOUTH PASADENA CA",5,1,0,1,0,1,-118.1516647,34.11618805
225,"SOUTH SAN FRANCISCO CA",5,2,1,1,0,2,-122.4101868,37.65430069
225,"SOUTHAMPTON NY",5,8,0,3,5,8,-72.38861084,40.88444519
225,"SOUTHAVEN MS",5,1,0,0,1,1,-90.02496338,34.99386215
225,"SOUTHFIELD MI",5,4,0,0,4,4,-83.22153473,42.47357559
225,"SOUTHPORT NC",5,1,0,0,1,1,-78.01985931,33.9217453
225,"SOUTHWICK MA",5,1,0,0,1,1,-72.76921844,42.05488205
225,"SPARTANBURG SC",5,11,2,2,7,11,-81.93160248,34.94982529
225,"SPEEDWAY IN",5,13,3,6,4,13,-86.2671051,39.80224609
225,"SPOKANE WA",5,31,9,12,10,31,-117.4281387,47.65847015
225,"SPRING HILL TN",5,3,0,0,3,3,-86.93003845,35.75111389
225,"SPRINGDALE AR",5,3,0,1,2,3,-94.12921143,36.1869278
225,"SPRINGFIELD IL",5,14,4,5,5,14,-89.6439743,39.80184174
225,"SPRINGFIELD MA",5,6,1,1,4,6,-72.57289124,42.10980606
225,"SPRINGFIELD MO",5,62,23,23,16,62,-93.29862213,37.21548843
225,"SPRINGFIELD VT",5,1,0,0,1,1,-72.48161316,43.29873657
225,"ST LOUIS MO",5,4450,1440,1064,1946,4450,-90.19819641,38.62716675
225,"STAMFORD CT",5,7,1,4,2,7,-73.53807068,41.05353165
225,"STARKVILLE MS",5,4,0,2,2,4,-88.81492615,33.46545029
225,"STATE COLLEGE PA",5,13,6,6,1,13,-77.85973358,40.79336929
225,"STATESBORO GA",5,6,2,1,3,6,-81.78266907,32.44914246
225,"STEAMBOAT SPRINGS CO",5,3,1,1,1,3,-106.8292313,40.48627853
225,"STEILACOOM WA",5,16,5,6,5,16,-122.6048813,47.16923141
225,"STEVENS POINT WI",5,3,1,1,1,3,-89.57467651,44.52337265
225,"STILLWATER MN",5,2,1,1,0,2,-92.80657959,45.05171967
225,"STOCKTON CA",5,8,5,2,1,8,-121.293457,37.95776749
225,"STONE MOUNTAIN GA",5,6,1,2,3,6,-84.14538574,33.8065033
225,"STONEHAM MA",5,1,0,0,1,1,-71.09869385,42.48027039
225,"STOUGHTON MA",5,1,1,0,0,1,-71.10134888,42.12547302
225,"STOW OH",5,3,2,1,0,3,-81.44025421,41.1593895
225,"STUART VA",5,5,1,0,4,5,-80.26490784,36.64115906
225,"SUFFOLK VA",5,1,0,1,0,1,-76.58317566,36.72846985
225,"SUGAR HILL GA",5,1,1,0,0,1,-84.03327179,34.10667801
225,"SUGAR LAND TX",5,3,1,2,0,3,-95.6352005,29.61997795
225,"SULLIVAN MO",5,1,1,0,0,1,-91.16096497,38.20802689
225,"SUMMERVILLE SC",5,4,2,1,1,4,-80.17547607,33.01868439
225,"SUMMIT IL",5,1,0,0,1,1,-87.81018066,41.78816223
225,"SUMTER SC",5,1,1,0,0,1,-80.34135437,33.92088318
225,"SUN PRAIRIE WI",5,12,1,1,10,12,-89.21392059,43.18373108
225,"SUNNYVALE CA",5,5,0,4,1,5,-122.0380707,37.36878967
225,"SUNRISE FL",5,1,0,1,0,1,-80.2282486,26.14059067
225,"SURFSIDE FL",5,2,1,1,0,2,-80.12493134,25.87931252
225,"SYCAMORE IL",5,2,2,0,0,2,-88.68714142,41.98875427
225,"SYCAMORE OH",5,1,0,1,0,1,-83.17075348,40.94967651
225,"SYRACUSE NY",5,25,11,6,8,25,-76.14653015,43.04846191
225,"TACOMA WA",5,44,16,12,16,44,-122.4466705,47.25242233
225,"TAKOMA PARK MD",5,7,1,4,2,7,-77.00667572,38.97793198
225,"TALLAHASSEE FL",5,60,17,14,29,60,-84.27896881,30.44669914
225,"TAMARAC FL",5,1,1,0,0,1,-80.22389984,26.19458199
225,"TAMPA FL",5,221,63,68,90,221,-82.4580307,27.94833755
225,"TAOS NM",5,3,1,1,1,3,-105.5769424,36.40658188
225,"TARPON SPRINGS FL",5,18,4,10,4,18,-82.75656128,28.14682198
225,"TAUNTON MA",5,1,0,1,0,1,-71.08903503,41.900177
225,"TAVARES FL",5,1,0,1,0,1,-81.72516632,28.80491257
225,"TAYLORVILLE IL",5,6,1,0,5,6,-89.29446411,39.5492363
225,"TEA SD",5,1,0,0,1,1,-96.83795166,43.44678497
225,"TEANECK NJ",5,1,0,0,1,1,-74.01485443,40.89759064
225,"TEMECULA CA",5,1,1,0,0,1,-117.1428146,33.48790741
225,"TEMPE AZ",5,44,7,13,24,44,-111.9108276,33.41504288
225,"TEMPLE TX",5,11,1,3,7,11,-97.34354401,31.09850502
225,"TENAFLY NJ",5,1,0,0,1,1,-73.9623642,40.92551041
225,"TERRE HAUTE IN",5,3,1,1,1,3,-87.41414642,39.46681976
225,"TEWKSBURY MA",5,4,1,0,3,4,-71.23313904,42.61103439
225,"TEXARKANA TX",5,3,2,1,0,3,-94.04785156,33.42536545
225,"THIBODAUX LA",5,2,0,0,2,2,-90.82309723,29.79626465
225,"THORNTON CO",5,5,1,1,3,5,-104.9727631,39.86811829
225,"THOUSAND OAKS CA",5,3,0,2,1,3,-118.8398514,34.17078018
225,"THREE OAKS MI",5,2,1,0,1,2,-86.61090088,41.7985611
225,"THREE RIVERS MI",5,1,0,1,0,1,-85.63246918,41.94419861
225,"TIGARD OR",5,5,0,3,2,5,-122.7737198,45.4310112
225,"TOBYHANNA PA",5,1,0,1,0,1,-75.41635132,41.17760086
225,"TOLEDO OH",5,23,6,4,13,23,-83.55497742,41.66411591
225,"TOLLESON AZ",5,4,1,1,2,4,-112.2612381,33.45026016
225,"TOMBALL TX",5,1,0,0,1,1,-95.6162262,30.09776115
225,"TOMBSTONE AZ",5,1,1,0,0,1,-110.0689316,31.71310997
225,"TOOELE UT",5,5,0,3,2,5,-112.3005066,40.53457642
225,"TOPEKA KS",5,7,3,1,3,7,-95.67857361,39.04813766
225,"TOPPENISH WA",5,3,2,0,1,3,-120.3111954,46.37686539
225,"TORONTO KS",5,3,0,1,2,3,-95.94944,37.79908752
225,"TORRANCE CA",5,13,3,6,4,13,-118.3428345,33.8359642
225,"TRAVERSE CITY MI",5,2,0,2,0,2,-85.6207962,44.76324844
225,"TRENTON FL",5,1,0,1,0,1,-82.81704712,29.61356735
225,"TRENTON NJ",5,6,1,3,2,6,-74.74206543,40.21709442
225,"TROY AL",5,1,1,0,0,1,-85.97013855,31.80913544
225,"TROY MI",5,3,0,1,2,3,-83.14983368,42.60589218
225,"TROY MO",5,1,1,0,0,1,-90.98098755,38.979702
225,"TROY NY",5,4,2,1,1,4,-73.69088745,42.72839737
225,"TROY OH",5,23,6,9,8,23,-84.20330811,40.03966141
225,"TRUTH OR CONSEQUENCES NM",5,1,0,1,0,1,-107.2433853,33.13360596
225,"TUCSON AZ",5,72,23,24,25,72,-110.9277954,32.22209167
225,"TULSA OK",5,37,8,11,18,37,-95.98488617,36.1603241
225,"TUSCALOOSA AL",5,10,2,4,4,10,-87.56897736,33.21024704
225,"TUSTIN CA",5,2,1,0,1,2,-117.8277283,33.74598312
225,"TWIN FALLS ID",5,2,0,2,0,2,-114.4627686,42.56301498
225,"TYLER TX",5,3,1,0,2,3,-95.3013916,32.35176468
225,"UNION CITY CA",5,6,4,2,0,6,-122.0214462,37.59539032
225,"UNION KY",5,1,1,0,0,1,-84.68045044,38.94612122
225,"UNION NJ",5,1,0,1,0,1,-74.26235199,40.69780731
225,"UNIVERSITY CITY MO",5,42,12,10,20,42,-90.33391571,38.66000748
225,"UNIVERSITY PLACE WA",5,2,1,0,1,2,-122.5529404,47.2352562
225,"UPLAND CA",5,2,0,1,1,2,-117.6498413,34.09745026
225,"UPPER MARLBORO MD",5,1,0,1,0,1,-76.74905396,38.81620026
225,"URBANA IL",5,11,4,3,4,11,-88.20746613,40.11079025
225,"URBANA OH",5,1,0,1,0,1,-83.75213623,40.10844803
225,"URBANDALE IA",5,3,1,0,2,3,-93.71256256,41.62665176
225,"UTICA NY",5,5,3,0,2,5,-75.23220062,43.10119629
225,"VACAVILLE CA",5,3,0,2,1,3,-121.9900284,38.35633469
225,"VALDOSTA GA",5,7,1,4,2,7,-83.27806854,30.83293533
225,"VALLEJO CA",5,26,6,7,13,26,-122.2594299,38.1039505
225,"VALPARAISO IN",5,1,0,0,1,1,-87.05838013,41.46813583
225,"VANCOUVER WA",5,27,9,7,11,27,-122.6816559,45.63534164
225,"VARNADO LA",5,4,1,0,3,4,-89.82972717,30.89409256
225,"VENICE FL",5,1,0,0,1,1,-82.45388031,27.10065269
225,"VERMILLION SD",5,2,0,1,1,2,-96.92948914,42.77981949
225,"VERNAL UT",5,1,0,1,0,1,-109.5302963,40.45552444
225,"VERO BEACH FL",5,1,0,1,0,1,-80.39705658,27.63908195
225,"VERSAILLES PA",5,2,0,1,1,2,-79.83054352,40.31568146
225,"VICKSBURG MS",5,4,0,3,1,4,-90.87818909,32.35280991
225,"VICTORIA TX",5,3,0,1,2,3,-97.00409698,28.80560303
225,"VICTORVILLE CA",5,7,2,1,4,7,-117.2928162,34.53612137
225,"VIENNA VA",5,6,0,2,4,6,-77.2645874,38.90164566
225,"VIENNA WV",5,1,0,1,0,1,-81.54671478,39.33840179
225,"VILLA RICA GA",5,2,1,1,0,2,-84.91907501,33.73210907
225,"VINE GROVE KY",5,1,0,0,1,1,-85.98104858,37.81027222
225,"VIRGINIA BEACH VA",5,79,27,17,35,79,-75.97751617,36.8533783
225,"VISALIA CA",5,1,1,0,0,1,-119.2938156,36.33000946
225,"WACO TX",5,5,1,2,2,5,-97.14704895,31.54987144
225,"WAITE PARK MN",5,3,1,0,2,3,-94.224823,45.55731201
225,"WAKE FOREST NC",5,3,1,1,1,3,-78.50919342,35.98039246
225,"WAKEFIELD MA",5,1,0,1,0,1,-71.07489014,42.51018906
225,"WALLA WALLA WA",5,1,1,0,0,1,-118.3452072,46.06405258
225,"WALLINGFORD CT",5,2,1,1,0,2,-72.82215118,41.45715332
225,"WALNUT CREEK CA",5,1,1,0,0,1,-122.0670624,37.90636826
225,"WALPOLE MA",5,1,1,0,0,1,-71.2485199,42.14173889
225,"WALTHAM MA",5,4,3,0,1,4,-71.2346344,42.37656403
225,"WAREHAM MA",5,1,0,1,0,1,-70.68606567,41.76660156
225,"WARNER ROBINS GA",5,4,1,1,2,4,-83.59963989,32.62118149
225,"WARREN MI",5,92,28,22,42,92,-83.02783203,42.47764969
225,"WARRENTON MO",5,16,1,9,6,16,-91.14160919,38.81156921
225,"WARRENTON VA",5,1,0,0,1,1,-77.79475403,38.71380615
225,"WARWICK RI",5,5,1,3,1,5,-71.37738037,41.69232941
225,"WASHINGTON DC",5,2109,636,578,895,2109,-77.01257324,38.88911819
225,"WASHINGTON MO",5,56,21,16,19,56,-91.01213074,38.55807495
225,"WASHINGTON UT",5,1,0,0,1,1,-113.5095291,37.13038635
225,"WASHOUGAL WA",5,1,0,1,0,1,-122.3545303,45.58441925
225,"WASILLA AK",5,2,0,1,1,2,-149.4517059,61.58290482
225,"WATERBURY CT",5,4,1,0,3,4,-73.05029297,41.55849075
225,"WATERLOO IL",5,2,1,1,0,2,-90.14981842,38.3361702
225,"WATERTOWN NY",5,1,0,0,1,1,-75.9100647,43.97471619
225,"WATERTOWN WI",5,1,0,0,1,1,-88.72946167,43.19454193
225,"WATSONVILLE CA",5,3,1,1,1,3,-121.7594147,36.90995407
225,"WAUKESHA WI",5,4,2,2,0,4,-88.23146057,43.01194382
225,"WAUWATOSA WI",5,4,0,0,4,4,-88.00754547,43.04960632
225,"WAVERLY NE",5,1,0,0,1,1,-96.52924347,40.9175148
225,"WAXHAW NC",5,1,0,0,1,1,-80.74282074,34.92486572
225,"WAYNE NE",5,1,0,1,0,1,-97.01864624,42.23064804
225,"WAYNESVILLE NC",5,1,0,0,1,1,-82.98840332,35.48899078
225,"WEATHERFORD TX",5,1,0,0,1,1,-97.79758453,32.7595253
225,"WEAVERVILLE NC",5,1,0,0,1,1,-82.56031799,35.6974411
225,"WEED CA",5,53,14,19,20,53,-122.388382,41.42225266
225,"WEEHAWKEN NJ",5,1,1,0,0,1,-74.01938629,40.7696991
225,"WELLESLEY MA",5,1,0,0,1,1,-71.29138947,42.29670715
225,"WENTZVILLE MO",5,3,0,1,2,3,-90.85335541,38.81171036
225,"WESLACO TX",5,4,1,2,1,4,-97.99131775,26.16018867
225,"WEST ALLIS WI",5,1,0,0,1,1,-88.00700378,43.01686478
225,"WEST BEND WI",5,1,0,1,0,1,-88.18346405,43.42544556
225,"WEST CALDWELL NJ",5,1,1,0,0,1,-74.30077362,40.84119797
225,"WEST CHESTER OH",5,1,0,0,1,1,-84.40789032,39.33029938
225,"WEST CHESTER PA",5,11,1,7,3,11,-75.60475159,39.96074677
225,"WEST DES MOINES IA",5,4,2,1,1,4,-93.71179962,41.57717514
225,"WEST HARTFORD CT",5,1,0,1,0,1,-72.74108887,41.76238251
225,"WEST HOLLYWOOD CA",5,28,10,6,12,28,-118.3634567,34.08982468
225,"WEST LAFAYETTE IN",5,12,2,3,7,12,-86.9082489,40.42613983
225,"WEST MONROE LA",5,1,0,0,1,1,-92.14794922,32.5187645
225,"WEST ORANGE NJ",5,1,0,1,0,1,-74.23833466,40.7989006
225,"WEST PALM BEACH FL",5,65,19,21,25,65,-80.05298615,26.71585464
225,"WEST PLAINS MO",5,3,1,0,2,3,-91.85284424,36.72810745
225,"WEST TX",5,4,1,1,2,4,-97.09226227,31.80267906
225,"WESTCHESTER IL",5,1,0,0,1,1,-87.88202667,41.85084534
225,"WESTCLIFFE CO",5,1,0,0,1,1,-105.4663086,38.13474274
225,"WESTERLY RI",5,1,0,0,1,1,-71.82659149,41.37784958
225,"WESTERVILLE OH",5,3,1,1,1,3,-82.92906952,40.12620926
225,"WESTFIELD IN",5,1,0,0,1,1,-86.12757111,40.04309464
225,"WESTFIELD WI",5,1,0,1,0,1,-89.49338531,43.88357544
225,"WESTFORD MA",5,3,0,3,0,3,-71.43686676,42.57947159
225,"WESTMINSTER CO",5,2,1,0,1,2,-105.0385208,39.83644867
225,"WESTMONT PA",5,1,0,0,1,1,-78.95119476,40.31570435
225,"WESTPORT CT",5,2,0,0,2,2,-73.35696411,41.14154053
225,"WESTWOOD MA",5,1,1,0,0,1,-71.22348022,42.21436691
225,"WHEATON IL",5,1,1,0,0,1,-88.10729218,41.86618805
