"Code","State","State_id","City","City2","City3","Place_type","City_state","City_code","avgCensus2010pop","avgPopestimate2015","rownum","id","id2","geography","totalpopulation","malepop","femalepop","medianage","per_male","per_female","total_area","urban","rural","per_urban","per_rural","house_total_population","house_total_income","total_population_race","white_population","black_population","per_white","per_black","total_pop_over16","employ_pop_over16","per_employ_over16","total_population_lang","english_only","english_other","per_english_only","per_english_other","mean_income_households","total_population_individuals","house_median_income","med_per_urban","med_per_rural","med_per_employ_over16","city","state","location","lon","lat","count","count_rate","mean_income_per_capita"
"AK","Alaska",2,"Anchorage municipality","Anchorage","Anchorage","municipality","Anchorage, Alaska","Anchorage, AK",291826,298018,599,"1600000US0203000",203000,"Anchorage municipality, Alaska",299107,153122,145985,32.5,51.19,48.81,291826,279811,12015,95.88,4.12,105175,105175,299107,194254,17511,64.94,5.85,231795,171644,74,276810,227828,48982,82.3,17.7,99630,299107,78326,91.055,8.945,67.8,"ANCHORAGE","AK","ANCHORAGE AK",-149.8811951,61.21649933,742,2.480717603,36920
"AK","Alaska",2,"Barrow city","Barrow","Barrow","city","Barrow, Alaska","Barrow, AK",4212,4439,611,"1600000US0205200",205200,"Barrow city, Alaska",4293,2256,2037,26.5,52.55,47.45,4212,3835,377,91.05,8.95,1329,1329,4293,361,24,8.41,0.56,2857,2079,72.8,3805,1879,1926,49.4,50.6,95160,4293,76902,91.055,8.945,67.8,"BARROW","AK","BARROW AK",-156.7964325,71.29006195,2,0.46587468,27360
"AK","Alaska",2,"Fairbanks city","Fairbanks","Fairbanks","city","Fairbanks, Alaska","Fairbanks, AK",31535,31638,680,"1600000US0224230",224230,"Fairbanks city, Alaska",32193,17366,14827,27.2,53.94,46.06,31535,31403,132,99.58,0.42,11228,11228,32193,20434,2867,63.47,8.91,24240,17696,73,28999,24211,4788,83.5,16.5,70739,32193,55229,91.055,8.945,67.8,"FAIRBANKS","AK","FAIRBANKS AK",-147.7185669,64.83367157,121,3.758581058,27386
"AK","Alaska",2,"Homer city","Homer","Homer","city","Homer, Alaska","Homer, AK",5003,5510,716,"1600000US0233140",233140,"Homer city, Alaska",5324,2555,2769,39.1,47.99,52.01,5003,0,5003,0,100,2090,2090,5324,4630,32,86.96,0.6,4190,2685,64.1,4892,4375,517,89.4,10.6,74523,5324,55849,91.055,8.945,67.8,"HOMER","AK","HOMER AK",-151.544632,59.64481735,3,0.563486101,30664
"AK","Alaska",2,"Kenai city","Kenai","Kenai","city","Kenai, Alaska","Kenai, AK",7100,7636,738,"1600000US0238420",238420,"Kenai city, Alaska",7463,3692,3771,38.5,49.47,50.53,7100,4498,2602,63.35,36.65,3041,3041,7463,5883,27,78.83,0.36,5897,3847,65.2,7020,6536,484,93.1,6.9,81043,7463,62236,91.055,8.945,67.8,"KENAI","AK","KENAI AK",-151.2597809,60.55926895,8,1.071954978,34627
"AK","Alaska",2,"Ketchikan city","Ketchikan","Ketchikan","city","Ketchikan, Alaska","Ketchikan, AK",8050,8171,740,"1600000US0238970",238970,"Ketchikan city, Alaska",8197,4189,4008,36.9,51.1,48.9,8050,7917,133,98.35,1.65,3317,3317,8197,4901,56,59.79,0.68,6576,4422,67.2,7620,6533,1087,85.7,14.3,66751,8197,53111,91.055,8.945,67.8,"KETCHIKAN","AK","KETCHIKAN AK",-131.6417084,55.34326935,8,0.975966817,28041
"AK","Alaska",2,"Kodiak city","Kodiak","Kodiak","city","Kodiak, Alaska","Kodiak, AK",6130,6167,751,"1600000US0240950",240950,"Kodiak city, Alaska",6293,3268,3025,36.9,51.93,48.07,6130,5837,293,95.22,4.78,2001,2001,6293,2378,1,37.79,0.02,4935,3811,77.2,5763,3423,2340,59.4,40.6,78310,6293,62934,91.055,8.945,67.8,"KODIAK","AK","KODIAK AK",-152.3966675,57.7966423,42,6.674082314,28624
"AK","Alaska",2,"Nome city","Nome","Nome","city","Nome, Alaska","Nome, AK",3598,3795,813,"1600000US0254920",254920,"Nome city, Alaska",3773,1991,1782,30.1,52.77,47.23,3598,3222,376,89.55,10.45,1296,1296,3773,1303,72,34.53,1.91,2790,1995,71.5,3392,2857,535,84.2,15.8,84952,3773,76389,91.055,8.945,67.8,"NOME","AK","NOME AK",-165.3991394,64.51126099,1,0.265041081,29005
"AK","Alaska",2,"North Pole city","North Pole","North Pole","city","North Pole, Alaska","North Pole, AK",2117,2085,816,"1600000US0255910",255910,"North Pole city, Alaska",2265,1175,1090,29.3,51.88,48.12,2117,1960,157,92.58,7.42,803,803,2265,1673,199,73.86,8.79,1697,1160,68.4,2073,1857,216,89.6,10.4,82528,2265,70536,91.055,8.945,67.8,"NORTH POLE","AK","NORTH POLE AK",-147.3626251,64.7430191,10,4.415011038,30992
"AK","Alaska",2,"Palmer city","Palmer","Palmer","city","Palmer, Alaska","Palmer, AK",5937,6738,827,"1600000US0258660",258660,"Palmer city, Alaska",6449,3275,3174,29.3,50.78,49.22,5937,5926,11,99.81,0.19,2055,2055,6449,4900,132,75.98,2.05,4771,3087,64.7,5854,5489,365,93.8,6.2,73063,6449,61797,91.055,8.945,67.8,"PALMER","AK","PALMER AK",-149.1138458,61.59459305,21,3.256318809,26230
"AK","Alaska",2,"Soldotna city","Soldotna","Soldotna","city","Soldotna, Alaska","Soldotna, AK",4163,4537,886,"1600000US0271640",271640,"Soldotna city, Alaska",4409,2075,2334,33.3,47.06,52.94,4163,3791,372,91.06,8.94,1638,1638,4409,3971,8,90.07,0.18,3438,2178,63.4,3885,3730,155,96,4,83221,4409,65048,91.055,8.945,67.8,"SOLDOTNA","AK","SOLDOTNA AK",-151.0635071,60.47569275,7,1.587661601,33507
"AK","Alaska",2,"Tanana city","Tanana","Tanana","city","Tanana, Alaska","Tanana, AK",246,254,902,"1600000US0275160",275160,"Tanana city, Alaska",277,163,114,37.7,58.84,41.16,246,0,246,0,100,103,103,277,43,0,15.52,0,221,125,56.6,266,233,33,87.6,12.4,51433,277,45625,91.055,8.945,67.8,"TANANA","AK","TANANA AK",-152.0746002,65.16492462,4,14.44043321,20739
"AK","Alaska",2,"Valdez city","Valdez","Valdez","city","Valdez, Alaska","Valdez, AK",3976,3881,925,"1600000US0282200",282200,"Valdez city, Alaska",3979,2184,1795,34.2,54.89,45.11,3976,0,3976,0,100,1186,1186,3979,3198,0,80.37,0,2993,2173,72.6,3657,3412,245,93.3,6.7,99498,3979,98204,91.055,8.945,67.8,"VALDEZ","AK","VALDEZ AK",-146.3392181,61.13446426,20,5.02638854,34619
"AK","Alaska",2,"Wasilla city","Wasilla","Wasilla","city","Wasilla, Alaska","Wasilla, AK",7831,9234,929,"1600000US0283080",283080,"Wasilla city, Alaska",8676,4263,4413,32,49.14,50.86,7831,6988,843,89.24,10.76,2946,2946,8676,6907,232,79.61,2.67,6376,3939,61.8,8015,7303,712,91.1,8.9,71290,8676,61541,91.055,8.945,67.8,"WASILLA","AK","WASILLA AK",-149.4517059,61.58290482,128,14.75334255,26509
"AL","Alabama",1,"Alabaster city","Alabaster","Alabaster","city","Alabaster, Alabama","Alabaster, AL",30352,32715,6,"1600000US0100820",100820,"Alabaster city, Alabama",31905,15590,16315,36.6,48.86,51.14,30352,29161,1191,96.08,3.92,10556,10556,31905,23864,4587,74.8,14.38,24071,16607,69,29962,26569,3393,88.7,11.3,80353,31905,71816,86.38,13.62,56.55,"ALABASTER","AL","ALABASTER AL",-86.81655121,33.24436188,3,0.094029149,27382
"AL","Alabama",1,"Albertville city","Albertville","Albertville","city","Albertville, Alabama","Albertville, AL",21160,21305,7,"1600000US0100988",100988,"Albertville city, Alabama",21406,10777,10629,33.6,50.35,49.65,21160,18710,2450,88.42,11.58,7307,7307,21406,19421,468,90.73,2.19,15703,9289,59.2,19791,15223,4568,76.9,23.1,50562,21406,32911,86.38,13.62,56.55,"ALBERTVILLE","AL","ALBERTVILLE AL",-86.20863342,34.26794434,4,0.186863496,18668
"AL","Alabama",1,"Alexander City city","Alexander City","Alexander City","city","Alexander City, Alabama","Alexander City, AL",14875,14660,8,"1600000US0101132",101132,"Alexander City city, Alabama",14787,6834,7953,37.9,46.22,53.78,14875,9149,5726,61.51,38.49,5759,5759,14787,8498,5818,57.47,39.35,11311,5874,51.9,13839,13317,522,96.2,3.8,42199,14787,29874,86.38,13.62,56.55,"ALEXANDER CITY","AL","ALEXANDER CITY AL",-85.95381927,32.94403458,1,0.06762697,17064
"AL","Alabama",1,"Aliceville city","Aliceville","Aliceville","city","Aliceville, Alabama","Aliceville, AL",2486,2359,10,"1600000US0101228",101228,"Aliceville city, Alabama",3727,1875,1852,30.8,50.31,49.69,2486,0,2486,0,100,1283,1283,3727,573,3071,15.37,82.4,2851,1376,48.3,3421,3365,56,98.4,1.6,28630,3727,21131,86.38,13.62,56.55,"ALICEVILLE","AL","ALICEVILLE AL",-88.15151978,33.12960434,3,0.804936947,10923
"AL","Alabama",1,"Anniston city","Anniston","Anniston","city","Anniston, Alabama","Anniston, AL",23106,22107,15,"1600000US0101852",101852,"Anniston city, Alabama",22626,10473,12153,41.1,46.29,53.71,23106,21988,1118,95.16,4.84,9602,9602,22626,10010,11415,44.24,50.45,18469,9733,52.7,21161,20193,968,95.4,4.6,44799,22626,29681,86.38,13.62,56.55,"ANNISTON","AL","ANNISTON AL",-85.8313446,33.65997314,16,0.707151065,19878
"AL","Alabama",1,"Arab city","Arab","Arab","city","Arab, Alabama","Arab, AL",8050,8221,16,"1600000US0102116",102116,"Arab city, Alabama",8282,3919,4363,42.3,47.32,52.68,8050,6628,1422,82.34,17.66,3296,3296,8282,7952,41,96.02,0.5,6663,3744,56.2,7856,7605,251,96.8,3.2,58059,8282,40292,86.38,13.62,56.55,"ARAB","AL","ARAB AL",-86.49552917,34.31829453,95,11.47065926,24221
"AL","Alabama",1,"Ashland town","Ashland","Ashland","town","Ashland, Alabama","Ashland, AL",2037,1950,22,"1600000US0102860",102860,"Ashland town, Alabama",2667,1283,1384,43.3,48.11,51.89,2037,0,2037,0,100,1037,1037,2667,1908,591,71.54,22.16,2127,1054,49.6,2530,2352,178,93,7,40342,2667,31438,86.38,13.62,56.55,"ASHLAND","AL","ASHLAND AL",-85.83626556,33.27382278,21,7.874015748,17367
"AL","Alabama",1,"Athens city","Athens","Athens","city","Athens, Alabama","Athens, AL",21897,24771,24,"1600000US0102956",102956,"Athens city, Alabama",23938,11389,12549,39.2,47.58,52.42,21897,18851,3046,86.09,13.91,9326,9326,23938,18073,4025,75.5,16.81,19041,11226,59,22549,20606,1943,91.4,8.6,70244,23938,47542,86.38,13.62,56.55,"ATHENS","AL","ATHENS AL",-86.97190857,34.80292892,14,0.584844181,28371
"AL","Alabama",1,"Attalla city","Attalla","Attalla","city","Attalla, Alabama","Attalla, AL",6048,5863,26,"1600000US0103028",103028,"Attalla city, Alabama",5965,2885,3080,43.9,48.37,51.63,6048,5754,294,95.14,4.86,2313,2313,5965,4757,929,79.75,15.57,4998,2858,57.2,5741,5476,265,95.4,4.6,46163,5965,37191,86.38,13.62,56.55,"ATTALLA","AL","ATTALLA AL",-86.08874512,34.02215958,1,0.167644593,18870
"AL","Alabama",1,"Auburn city","Auburn","Auburn","city","Auburn, Alabama","Auburn, AL",53380,61657,27,"1600000US0103076",103076,"Auburn city, Alabama",58693,29379,29314,23.7,50.06,49.94,53380,49369,4011,92.49,7.51,21767,21767,58693,42448,10432,72.32,17.77,49272,28941,58.7,55685,48941,6744,87.9,12.1,65070,58693,38342,86.38,13.62,56.55,"AUBURN","AL","AUBURN AL",-85.48087311,32.61021423,244,4.157224882,25254
"AL","Alabama",1,"Bessemer city","Bessemer","Bessemer","city","Bessemer, Alabama","Bessemer, AL",27456,26689,47,"1600000US0105980",105980,"Bessemer city, Alabama",27043,12586,14457,39,46.54,53.46,27456,25975,1481,94.61,5.39,10324,10324,27043,6668,18962,24.66,70.12,21150,10632,50.3,25264,24102,1162,95.4,4.6,40982,27043,29615,86.38,13.62,56.55,"BESSEMER","AL","BESSEMER AL",-86.95465851,33.40222549,37,1.368191399,16780
"AL","Alabama",1,"Birmingham city","Birmingham","Birmingham","city","Birmingham, Alabama","Birmingham, AL",212237,211621,49,"1600000US0107000",107000,"Birmingham city, Alabama",212211,99050,113161,35.7,46.68,53.32,212237,210108,2129,99,1,89972,89972,212211,50859,154032,23.97,72.58,172309,101731,59,197501,187390,10111,94.9,5.1,44463,212211,31061,86.38,13.62,56.55,"BIRMINGHAM","AL","BIRMINGHAM AL",-86.80226898,33.52098846,2747,12.94466357,19827
"AL","Alabama",1,"Boaz city","Boaz","Boaz","city","Boaz, Alabama","Boaz, AL",9551,9597,54,"1600000US0107912",107912,"Boaz city, Alabama",9673,4832,4841,34.1,49.95,50.05,9551,8418,1133,88.14,11.86,3334,3334,9673,8689,254,89.83,2.63,7170,4231,59,8889,7558,1331,85,15,54527,9673,35974,86.38,13.62,56.55,"BOAZ","AL","BOAZ AL",-86.16611481,34.20103073,4,0.413522175,19518
"AL","Alabama",1,"Brantley town","Brantley","Brantley","town","Brantley, Alabama","Brantley, AL",809,793,59,"1600000US0109016",109016,"Brantley town, Alabama",971,456,515,36.2,46.96,53.04,809,0,809,0,100,394,394,971,476,463,49.02,47.68,737,401,54.4,944,944,0,100,0,46553,971,27870,86.38,13.62,56.55,"BRANTLEY","AL","BRANTLEY AL",-86.25697327,31.5824852,3,3.089598352,19208
"AL","Alabama",1,"Brent city","Brent","Brent","city","Brent, Alabama","Brent, AL",4947,4896,61,"1600000US0109136",109136,"Brent city, Alabama",4898,3239,1659,37.5,66.13,33.87,4947,3897,1050,78.78,21.22,1142,1142,4898,2310,2530,47.16,51.65,4199,1582,37.7,4723,4619,104,97.8,2.2,43069,4898,33924,86.38,13.62,56.55,"BRENT","AL","BRENT AL",-87.16462708,32.9375,1,0.204164965,12933
"AL","Alabama",1,"Brewton city","Brewton","Brewton","city","Brewton, Alabama","Brewton, AL",5408,5303,62,"1600000US0109208",109208,"Brewton city, Alabama",5424,2628,2796,43.8,48.45,51.55,5408,4387,1021,81.12,18.88,2126,2126,5424,2523,2739,46.52,50.5,4301,2130,49.5,5079,5037,42,99.2,0.8,45264,5424,31033,86.38,13.62,56.55,"BREWTON","AL","BREWTON AL",-87.07205963,31.10564423,81,14.93362832,19234
"AL","Alabama",1,"Calera city","Calera","Calera","city","Calera, Alabama","Calera, AL",11620,13285,74,"1600000US0111416",111416,"Calera city, Alabama",12593,6369,6224,31.9,50.58,49.42,11620,10553,1067,90.82,9.18,4709,4709,12593,8605,3456,68.33,27.44,9439,6761,71.6,11353,10788,565,95,5,66257,12593,62893,86.38,13.62,56.55,"CALERA","AL","CALERA AL",-86.75354004,33.10300064,80,6.352735647,25437
"AL","Alabama",1,"Center Point city","Center Point","Center Point","city","Center Point, Alabama","Center Point, AL",16921,16588,87,"1600000US0113264",113264,"Center Point city, Alabama",16797,7233,9564,32.4,43.06,56.94,16921,16921,0,100,0,6340,6340,16797,5287,10785,31.48,64.21,12791,8256,64.5,15634,14829,805,94.9,5.1,59328,16797,39944,86.38,13.62,56.55,"CENTER POINT","AL","CENTER POINT AL",-86.68362427,33.64584732,8,0.476275525,23276
"AL","Alabama",1,"Centre city","Centre","Centre","city","Centre, Alabama","Centre, AL",3489,3503,88,"1600000US0113648",113648,"Centre city, Alabama",3570,1701,1869,48.5,47.65,52.35,3489,2164,1325,62.02,37.98,1545,1545,3570,2917,590,81.71,16.53,2948,1403,47.6,3391,3350,41,98.8,1.2,43522,3570,31268,86.38,13.62,56.55,"CENTRE","AL","CENTRE AL",-85.67890167,34.15224838,2,0.56022409,19494
"AL","Alabama",1,"Chelsea city","Chelsea","Chelsea","city","Chelsea, Alabama","Chelsea, AL",10183,12166,91,"1600000US0114104",114104,"Chelsea city, Alabama",11386,5432,5954,33.3,47.71,52.29,10183,4401,5782,43.22,56.78,3709,3709,11386,10080,747,88.53,6.56,8282,5870,70.9,10101,9485,616,93.9,6.1,95945,11386,85757,86.38,13.62,56.55,"CHELSEA","AL","CHELSEA AL",-86.63014984,33.34026718,24,2.107851748,32309
"AL","Alabama",1,"Cherokee town","Cherokee","Cherokee","town","Cherokee, Alabama","Cherokee, AL",1048,1013,92,"1600000US0114152",114152,"Cherokee town, Alabama",850,420,430,43.4,49.41,50.59,1048,0,1048,0,100,381,381,850,744,99,87.53,11.65,657,275,41.9,809,783,26,96.8,3.2,39404,850,28359,86.38,13.62,56.55,"CHEROKEE","AL","CHEROKEE AL",-87.97318268,34.75738144,1,1.176470588,18109
"AL","Alabama",1,"Childersburg city","Childersburg","Childersburg","city","Childersburg, Alabama","Childersburg, AL",5175,5001,94,"1600000US0114464",114464,"Childersburg city, Alabama",5105,2386,2719,36,46.74,53.26,5175,4470,705,86.38,13.62,2181,2181,5105,2996,1991,58.69,39,3905,2082,53.3,4714,4621,93,98,2,44820,5105,25948,86.38,13.62,56.55,"CHILDERSBURG","AL","CHILDERSBURG AL",-86.35501862,33.27838135,1,0.195886386,18309
"AL","Alabama",1,"Citronelle city","Citronelle","Citronelle","city","Citronelle, Alabama","Citronelle, AL",3905,3906,97,"1600000US0115064",115064,"Citronelle city, Alabama",3886,1799,2087,42.3,46.29,53.71,3905,0,3905,0,100,1509,1509,3886,2648,894,68.14,23.01,3194,1714,53.7,3669,3623,46,98.7,1.3,55617,3886,48125,86.38,13.62,56.55,"CITRONELLE","AL","CITRONELLE AL",-88.22799683,31.09094429,1,0.25733402,22671
"AL","Alabama",1,"Clanton city","Clanton","Clanton","city","Clanton, Alabama","Clanton, AL",8619,8722,98,"1600000US0115136",115136,"Clanton city, Alabama",8715,4046,4669,38.8,46.43,53.57,8619,5380,3239,62.42,37.58,3353,3353,8715,6512,1831,74.72,21.01,7128,4212,59.1,8187,7548,639,92.2,7.8,58962,8715,39823,86.38,13.62,56.55,"CLANTON","AL","CLANTON AL",-86.62932587,32.83919907,5,0.573723465,24132
"AL","Alabama",1,"Coker town","Coker","Coker","town","Coker, Alabama","Coker, AL",979,983,108,"1600000US0116312",116312,"Coker town, Alabama",819,435,384,44.1,53.11,46.89,979,664,315,67.82,32.18,295,295,819,801,0,97.8,0,675,383,56.7,798,781,17,97.9,2.1,58929,819,45795,86.38,13.62,56.55,"COKER","AL","COKER AL",-87.68799591,33.2463913,14,17.09401709,22871
"AL","Alabama",1,"Collinsville town","Collinsville","Collinsville","town","Collinsville, Alabama","Collinsville, AL",1983,1965,109,"1600000US0116600",116600,"Collinsville town, Alabama",2104,1154,950,31.6,54.85,45.15,1983,0,1983,0,100,553,553,2104,1225,326,58.22,15.49,1607,785,48.8,1930,1203,727,62.3,37.7,36250,2104,25795,86.38,13.62,56.55,"COLLINSVILLE","AL","COLLINSVILLE AL",-85.86063385,34.26427078,5,2.376425856,12208
"AL","Alabama",1,"Cordova city","Cordova","Cordova","city","Cordova, Alabama","Cordova, AL",2095,2000,115,"1600000US0117368",117368,"Cordova city, Alabama",2074,1024,1050,45.4,49.37,50.63,2095,0,2095,0,100,872,872,2074,1807,204,87.13,9.84,1717,602,35.1,1906,1906,0,100,0,29246,2074,19139,86.38,13.62,56.55,"CORDOVA","AL","CORDOVA AL",-87.18320465,33.75994492,10,4.821600771,13761
"AL","Alabama",1,"Courtland town","Courtland","Courtland","town","Courtland, Alabama","Courtland, AL",609,593,119,"1600000US0118040",118040,"Courtland town, Alabama",592,230,362,37,38.85,61.15,609,0,609,0,100,250,250,592,277,306,46.79,51.69,421,224,53.2,542,538,4,99.3,0.7,40502,592,33125,86.38,13.62,56.55,"COURTLAND","AL","COURTLAND AL",-87.30978394,34.66937637,2,3.378378378,16843
"AL","Alabama",1,"Cullman city","Cullman","Cullman","city","Cullman, Alabama","Cullman, AL",14775,15132,124,"1600000US0118976",118976,"Cullman city, Alabama",15014,6969,8045,39.2,46.42,53.58,14775,14254,521,96.47,3.53,6120,6120,15014,14358,140,95.63,0.93,12087,6387,52.8,14160,13205,955,93.3,6.7,52777,15014,38746,86.38,13.62,56.55,"CULLMAN","AL","CULLMAN AL",-86.84370422,34.17510605,12,0.79925403,22596
"AL","Alabama",1,"Dadeville city","Dadeville","Dadeville","city","Dadeville, Alabama","Dadeville, AL",3230,3128,127,"1600000US0119336",119336,"Dadeville city, Alabama",3181,1572,1609,45.9,49.42,50.58,3230,0,3230,0,100,1207,1207,3181,1911,1228,60.08,38.6,2731,1220,44.7,3014,3011,3,99.9,0.1,43831,3181,29368,86.38,13.62,56.55,"DADEVILLE","AL","DADEVILLE AL",-85.76355743,32.83142853,8,2.514932411,18500
"AL","Alabama",1,"Daphne city","Daphne","Daphne","city","Daphne, Alabama","Daphne, AL",21570,24554,129,"1600000US0119648",119648,"Daphne city, Alabama",23559,11755,11804,37.7,49.9,50.1,21570,21325,245,98.86,1.14,8922,8922,23559,19311,3426,81.97,14.54,18522,12651,68.3,22130,21371,759,96.6,3.4,74028,23559,60737,86.38,13.62,56.55,"DAPHNE","AL","DAPHNE AL",-87.90383148,30.60381317,18,0.764039221,29623
"AL","Alabama",1,"Decatur city","Decatur","Decatur","city","Decatur, Alabama","Decatur, AL",55683,54966,134,"1600000US0120104",120104,"Decatur city, Alabama",55598,26249,29349,38.5,47.21,52.79,55683,52622,3061,94.5,5.5,22294,22294,55598,39681,12128,71.37,21.81,44010,26659,60.6,52117,45968,6149,88.2,11.8,58142,55598,41496,86.38,13.62,56.55,"DECATUR","AL","DECATUR AL",-86.98355103,34.60622406,71,1.277024353,24312
"AL","Alabama",1,"Demopolis city","Demopolis","Demopolis","city","Demopolis, Alabama","Demopolis, AL",7483,7004,137,"1600000US0120296",120296,"Demopolis city, Alabama",7249,2955,4294,36.2,40.76,59.24,7483,6452,1031,86.22,13.78,2929,2929,7249,3073,3909,42.39,53.92,5523,2656,48.1,6745,6453,292,95.7,4.3,53797,7249,27656,86.38,13.62,56.55,"DEMOPOLIS","AL","DEMOPOLIS AL",-87.8364563,32.51809692,2,0.275900124,22242
"AL","Alabama",1,"Dothan city","Dothan","Dothan","city","Dothan, Alabama","Dothan, AL",65496,68192,141,"1600000US0121184",121184,"Dothan city, Alabama",67708,32158,35550,38.2,47.5,52.5,65496,61309,4187,93.61,6.39,25913,25913,67708,42504,22491,62.78,33.22,53367,31970,59.9,63205,60638,2567,95.9,4.1,62807,67708,42426,86.38,13.62,56.55,"DOTHAN","AL","DOTHAN AL",-85.39019775,31.22351265,48,0.708926567,25544
"AL","Alabama",1,"Elba city","Elba","Elba","city","Elba, Alabama","Elba, AL",3940,3885,153,"1600000US0123296",123296,"Elba city, Alabama",3919,1815,2104,36.9,46.31,53.69,3940,0,3940,0,100,1324,1324,3919,2246,1447,57.31,36.92,3155,1545,49,3649,3552,97,97.3,2.7,45040,3919,26156,86.38,13.62,56.55,"ELBA","AL","ELBA AL",-86.06761169,31.41489601,5,1.275835672,17349
"AL","Alabama",1,"Elmore town","Elmore","Elmore","town","Elmore, Alabama","Elmore, AL",1262,1296,157,"1600000US0123656",123656,"Elmore town, Alabama",1671,880,791,27.7,52.66,47.34,1262,1061,201,84.07,15.93,531,531,1671,938,478,56.13,28.61,1247,762,61.1,1516,1222,294,80.6,19.4,45386,1671,40150,86.38,13.62,56.55,"ELMORE","AL","ELMORE AL",-86.31501007,32.53902054,3,1.795332136,14809
"AL","Alabama",1,"Enterprise city","Enterprise","Enterprise","city","Enterprise, Alabama","Enterprise, AL",26562,27717,160,"1600000US0124184",124184,"Enterprise city, Alabama",27785,13769,14016,36.5,49.56,50.44,26562,25160,1402,94.72,5.28,10280,10280,27785,20268,5992,72.95,21.57,21594,13648,63.2,25816,23317,2499,90.3,9.7,69042,27785,54450,86.38,13.62,56.55,"ENTERPRISE","AL","ENTERPRISE AL",-85.85494995,31.31528282,14,0.503868994,27018
"AL","Alabama",1,"Eufaula city","Eufaula","Eufaula","city","Eufaula, Alabama","Eufaula, AL",13137,12496,163,"1600000US0124568",124568,"Eufaula city, Alabama",12809,6227,6582,37.4,48.61,51.39,13137,8844,4293,67.32,32.68,4962,4962,12809,6043,5864,47.18,45.78,9882,5574,56.4,11965,11106,859,92.8,7.2,46654,12809,32845,86.38,13.62,56.55,"EUFAULA","AL","EUFAULA AL",-85.1452179,31.89162636,2,0.156140214,19188
"AL","Alabama",1,"Eutaw town","Eutaw","Eutaw","town","Eutaw, Alabama","Eutaw, AL",2934,2751,165,"1600000US0124664",124664,"Eutaw town, Alabama",2834,1085,1749,48.6,38.29,61.71,2934,0,2934,0,100,1067,1067,2834,647,2116,22.83,74.66,2276,1024,45,2630,2527,103,96.1,3.9,33903,2834,22377,86.38,13.62,56.55,"EUTAW","AL","EUTAW AL",-87.88775635,32.84085083,8,2.822865208,14561
"AL","Alabama",1,"Fairfield city","Fairfield","Fairfield","city","Fairfield, Alabama","Fairfield, AL",11117,10862,169,"1600000US0125120",125120,"Fairfield city, Alabama",10987,4471,6516,37.5,40.69,59.31,11117,11117,0,100,0,4198,4198,10987,589,9940,5.36,90.47,8875,4971,56,10109,9819,290,97.1,2.9,45886,10987,34890,86.38,13.62,56.55,"FAIRFIELD","AL","FAIRFIELD AL",-86.91445923,33.49562073,1,0.091016656,18758
"AL","Alabama",1,"Fairhope city","Fairhope","Fairhope","city","Fairhope, Alabama","Fairhope, AL",15326,19527,171,"1600000US0125240",125240,"Fairhope city, Alabama",17309,7550,9759,44.5,43.62,56.38,15326,14960,366,97.61,2.39,6551,6551,17309,15701,1046,90.71,6.04,13493,7209,53.4,16263,15411,852,94.8,5.2,91765,17309,61489,86.38,13.62,56.55,"FAIRHOPE","AL","FAIRHOPE AL",-87.90351105,30.52334213,4,0.231093651,36155
"AL","Alabama",1,"Falkville town","Falkville","Falkville","town","Falkville, Alabama","Falkville, AL",1279,1262,173,"1600000US0125648",125648,"Falkville town, Alabama",1226,521,705,51.5,42.5,57.5,1279,0,1279,0,100,352,352,1226,1152,36,93.96,2.94,1036,403,38.9,1164,1157,7,99.4,0.6,43284,1226,33846,86.38,13.62,56.55,"FALKVILLE","AL","FALKVILLE AL",-86.90859222,34.36846542,1,0.815660685,16335
"AL","Alabama",1,"Florence city","Florence","Florence","city","Florence, Alabama","Florence, AL",39319,39713,181,"1600000US0126896",126896,"Florence city, Alabama",39855,18315,21540,37.1,45.95,54.05,39319,39243,76,99.81,0.19,17568,17568,39855,30730,7618,77.1,19.11,33147,18006,54.3,37600,36172,1428,96.2,3.8,49523,39855,35731,86.38,13.62,56.55,"FLORENCE","AL","FLORENCE AL",-87.67726898,34.7997818,135,3.387278886,22582
"AL","Alabama",1,"Foley city","Foley","Foley","city","Foley, Alabama","Foley, AL",14618,17313,182,"1600000US0126992",126992,"Foley city, Alabama",16345,7890,8455,47.2,48.27,51.73,14618,13234,1384,90.53,9.47,7022,7022,16345,12334,3064,75.46,18.75,13716,7390,53.9,15856,13655,2201,86.1,13.9,52789,16345,40938,86.38,13.62,56.55,"FOLEY","AL","FOLEY AL",-87.68378448,30.40701675,4,0.244723157,24126
"AL","Alabama",1,"Fort Payne city","Fort Payne","Fort Payne","city","Fort Payne, Alabama","Fort Payne, AL",14012,14033,186,"1600000US0127616",127616,"Fort Payne city, Alabama",14112,7062,7050,38.6,50.04,49.96,14012,7018,6994,50.09,49.91,5186,5186,14112,11339,528,80.35,3.74,10983,6452,58.7,13129,10044,3085,76.5,23.5,49962,14112,38833,86.38,13.62,56.55,"FORT PAYNE","AL","FORT PAYNE AL",-85.71984863,34.44424438,5,0.35430839,19758
